id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
601,2018,Delhi,2018-04-12,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Chennai Super Kings,61,0,R Ashwin,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
602,2018,Hyderabad,2018-05-26,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,wickets,0,Kings XI Punjab,0,3,SL Malinga,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
603,2018,Chennai,2018-05-22,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,wickets,1,Kings XI Punjab,0,9,Q de Kock,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
604,2018,Mumbai,2018-05-23,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,0,3,LH Ferguson,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
605,2018,Kolkata,2018-05-24,Pune Warriors India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Pune Warriors India,0,9,P Kumar,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
606,2018,Visakhapatnam,2018-05-14,Pune Warriors India,Delhi Daredevils,Delhi Daredevils,field,wickets,0,Pune Warriors India,0,2,Q de Kock,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
607,2018,Mumbai,2018-05-17,Pune Warriors India,Sunrisers Hyderabad,Pune Warriors India,bat,wickets,0,Sunrisers Hyderabad,0,3,YS Chahal,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
608,2018,Chennai,2018-04-24,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,runs,0,Rajasthan Royals,65,0,CH Gayle,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
609,2018,Indore,2018-05-26,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,bat,runs,0,Mumbai Indians,37,0,S Dhawan,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
610,2018,Chennai,2018-04-23,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,runs,0,Kings XI Punjab,55,0,MS Dhoni,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
611,2018,Visakhapatnam,2018-05-18,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Royal Challengers Bangalore,0,7,DL Chahar,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
612,2018,Pune,2018-04-26,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,runs,0,Rajasthan Royals,17,0,A Kumble,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
613,2018,Chennai,2018-05-13,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Chennai Super Kings,0,9,I Sharma,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
614,2018,Delhi,2018-04-14,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,runs,0,Mumbai Indians,48,0,Harbhajan Singh,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
615,2018,Chennai,2018-05-12,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,runs,0,Rajasthan Royals,63,0,Rashid Khan,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
616,2018,Kolkata,2018-05-24,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,wickets,0,Delhi Daredevils,0,8,S Dhawan,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
617,2019,Visakhapatnam,2019-05-18,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,runs,0,Kings XI Punjab,51,0,DA Warner,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
618,2019,Ahmedabad,2019-04-25,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,runs,0,Kolkata Knight Riders,80,0,CH Gayle,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
619,2019,Jaipur,2019-05-22,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,wickets,0,Chennai Super Kings,0,4,MS Dhoni,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
620,2019,Hyderabad,2019-04-13,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,runs,1,Delhi Daredevils,68,0,RA Tripathi,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
621,2019,Delhi,2019-04-11,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Pune Warriors India,12,0,SL Malinga,"Eden Gardens, Kolkata",Umpire A,Umpire B
622,2019,Hyderabad,2019-05-22,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,runs,0,Kolkata Knight Riders,41,0,PA Patel,"Eden Gardens, Kolkata",Umpire A,Umpire B
623,2019,Chennai,2019-04-20,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,wickets,0,Chennai Super Kings,0,9,SS Iyer,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
624,2019,Visakhapatnam,2019-04-17,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Chennai Super Kings,0,1,MM Sharma,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
625,2019,Kolkata,2019-04-17,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Kolkata Knight Riders,0,9,DR Smith,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
626,2019,Mumbai,2019-05-18,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,wickets,0,Delhi Daredevils,0,5,CH Gayle,"Eden Gardens, Kolkata",Umpire A,Umpire B
627,2019,Chennai,2019-04-22,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,runs,0,Rajasthan Royals,69,0,AT Rayudu,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
628,2019,Pune,2019-05-17,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Sunrisers Hyderabad,0,6,DW Steyn,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
629,2019,Ahmedabad,2019-04-10,Kings XI Punjab,Pune Warriors India,Kings XI Punjab,field,runs,0,Pune Warriors India,18,0,PP Chawla,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
630,2019,Mohali,2019-05-22,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,wickets,0,Rajasthan Royals,0,8,M Vijay,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
631,2019,Delhi,2019-05-16,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,runs,0,Mumbai Indians,29,0,A Mishra,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
632,2019,Bangalore,2019-04-30,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,runs,0,Royal Challengers Bangalore,64,0,V Kohli,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
633,2019,Kolkata,2019-04-26,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,17,0,RA Tripathi,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
634,2019,Mohali,2019-05-18,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,runs,0,Royal Challengers Bangalore,55,0,JJ Bumrah,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
635,2019,Delhi,2019-05-20,Pune Warriors India,Delhi Daredevils,Delhi Daredevils,field,wickets,0,Pune Warriors India,0,4,SL Malinga,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
636,2019,Bangalore,2019-04-20,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,wickets,0,Royal Challengers Bangalore,0,7,BB McCullum,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
637,2019,Bangalore,2019-05-17,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,wickets,1,Chennai Super Kings,0,6,AB de Villiers,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
638,2019,Chennai,2019-04-11,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,wickets,0,Kings XI Punjab,0,8,MS Dhoni,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
639,2019,Chennai,2019-04-27,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,runs,0,Chennai Super Kings,56,0,A Mishra,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
640,2019,Hyderabad,2019-05-29,Rajasthan Royals,Pune Warriors India,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,1,A Kumble,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
641,2019,Pune,2019-04-28,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,runs,0,Kings XI Punjab,2,0,SK Raina,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
642,2019,Bangalore,2019-04-11,Pune Warriors India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,0,8,S Dhawan,"Eden Gardens, Kolkata",Umpire A,Umpire B
643,2019,Mohali,2019-04-11,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,wickets,0,Rajasthan Royals,0,6,V Kohli,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
644,2019,Mohali,2019-05-24,Pune Warriors India,Mumbai Indians,Mumbai Indians,field,wickets,0,Pune Warriors India,0,4,BB McCullum,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
645,2019,Jaipur,2019-04-30,Kings XI Punjab,Pune Warriors India,Pune Warriors India,field,runs,0,Pune Warriors India,59,0,JP Duminy,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
646,2019,Bangalore,2019-04-10,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,wickets,0,Delhi Daredevils,0,6,RV Uthappa,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
647,2019,Mohali,2019-04-16,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,runs,0,Chennai Super Kings,25,0,DA Warner,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
648,2019,Bangalore,2019-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Royal Challengers Bangalore,0,4,RG Sharma,"Eden Gardens, Kolkata",Umpire A,Umpire B
649,2019,Bangalore,2019-05-15,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Kolkata Knight Riders,0,5,DR Smith,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
650,2019,Hyderabad,2019-05-20,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,wickets,0,Rajasthan Royals,0,4,P Kumar,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
651,2019,Kolkata,2019-05-16,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,runs,0,Royal Challengers Bangalore,7,0,R Ashwin,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
652,2019,Mohali,2019-05-26,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,wickets,0,Chennai Super Kings,0,8,RP Singh,"Eden Gardens, Kolkata",Umpire A,Umpire B
653,2019,Bangalore,2019-04-19,Delhi Daredevils,Pune Warriors India,Pune Warriors India,field,runs,0,Delhi Daredevils,26,0,RV Uthappa,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
654,2019,Jaipur,2019-05-17,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Rajasthan Royals,11,0,DL Chahar,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
655,2019,Mohali,2019-05-10,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,runs,0,Kings XI Punjab,48,0,SS Iyer,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
656,2019,Visakhapatnam,2019-04-18,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,runs,0,Royal Challengers Bangalore,65,0,SP Narine,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
657,2019,Indore,2019-05-19,Chennai Super Kings,Pune Warriors India,Chennai Super Kings,field,wickets,0,Chennai Super Kings,0,6,Q de Kock,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
658,2019,Hyderabad,2019-04-25,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,0,5,RV Uthappa,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
659,2019,Visakhapatnam,2019-05-20,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,wickets,0,Kolkata Knight Riders,0,9,A Kumble,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
660,2019,Mohali,2019-04-19,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Kings XI Punjab,72,0,S Dhawan,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
661,2019,Delhi,2019-04-28,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,runs,0,Mumbai Indians,52,0,PA Patel,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
662,2019,Visakhapatnam,2019-04-25,Kolkata Knight Riders,Pune Warriors India,Pune Warriors India,field,runs,0,Pune Warriors India,51,0,M Vijay,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
663,2019,Pune,2019-05-10,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,wickets,0,Delhi Daredevils,0,3,I Sharma,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
664,2019,Jaipur,2019-05-26,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Chennai Super Kings,68,0,CH Gayle,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
665,2019,Pune,2019-05-16,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Kings XI Punjab,54,0,SK Raina,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
666,2019,Bangalore,2019-05-18,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Royal Challengers Bangalore,0,5,R Ashwin,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
667,2019,Jaipur,2019-04-12,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,0,8,B Kumar,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
668,2019,Pune,2019-05-22,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,runs,0,Delhi Daredevils,23,0,JJ Bumrah,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
669,2019,Indore,2019-05-12,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Kolkata Knight Riders,0,3,YS Chahal,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
670,2019,Mohali,2019-05-15,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,runs,0,Delhi Daredevils,14,0,SL Malinga,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
671,2019,Mohali,2019-04-22,Pune Warriors India,Mumbai Indians,Mumbai Indians,bat,wickets,0,Pune Warriors India,0,8,RV Uthappa,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
672,2019,Visakhapatnam,2019-04-24,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,wickets,0,Chennai Super Kings,0,2,DJ Bravo,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
673,2020,Chennai,2020-05-15,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,wickets,0,Sunrisers Hyderabad,0,3,YS Chahal,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
674,2020,Indore,2020-04-24,Mumbai Indians,Punjab Kings,Punjab Kings,bat,runs,0,Punjab Kings,28,0,YS Chahal,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
675,2020,Bangalore,2020-05-17,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Chennai Super Kings,0,1,SV Samson,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
676,2020,Chennai,2020-04-15,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,wickets,0,Royal Challengers Bangalore,0,2,DJ Bravo,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
677,2020,Hyderabad,2020-04-16,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Chennai Super Kings,0,9,KL Rahul,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
678,2020,Bangalore,2020-05-30,Punjab Kings,Chennai Super Kings,Punjab Kings,field,runs,0,Chennai Super Kings,28,0,SK Raina,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
679,2020,Pune,2020-04-18,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,wickets,1,Delhi Capitals,0,8,YS Chahal,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
680,2020,Chennai,2020-04-29,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,41,0,Q de Kock,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
681,2020,Bangalore,2020-04-29,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,runs,0,Delhi Capitals,16,0,JJ Bumrah,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
682,2020,Bangalore,2020-05-20,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,runs,0,Kolkata Knight Riders,27,0,I Sharma,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
683,2020,Mohali,2020-04-27,Punjab Kings,Delhi Capitals,Punjab Kings,field,wickets,0,Delhi Capitals,0,4,SV Samson,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
684,2020,Jaipur,2020-04-11,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,runs,0,Rajasthan Royals,1,0,SK Raina,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
685,2020,Visakhapatnam,2020-05-24,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,wickets,0,Kolkata Knight Riders,0,4,MS Dhoni,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
686,2020,Indore,2020-05-25,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Royal Challengers Bangalore,74,0,BB McCullum,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
687,2020,Pune,2020-04-25,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,65,0,JJ Bumrah,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
688,2020,Hyderabad,2020-05-24,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,3,A Kumble,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
689,2020,Mumbai,2020-05-25,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,25,0,R Ashwin,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
690,2020,Hyderabad,2020-04-22,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Royal Challengers Bangalore,76,0,DA Warner,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
691,2020,Pune,2020-05-23,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,0,8,CH Gayle,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
692,2020,Ahmedabad,2020-04-18,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,0,3,A Kumble,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
693,2020,Visakhapatnam,2020-05-15,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,runs,0,Mumbai Indians,76,0,BB McCullum,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
694,2020,Indore,2020-05-14,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,wickets,0,Punjab Kings,0,2,B Kumar,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
695,2020,Chennai,2020-05-26,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,wickets,0,Royal Challengers Bangalore,0,8,SK Raina,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
696,2020,Jaipur,2020-04-24,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,runs,0,Sunrisers Hyderabad,18,0,G Gambhir,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
697,2020,Hyderabad,2020-04-30,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,wickets,0,Royal Challengers Bangalore,0,4,DW Steyn,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
698,2020,Bangalore,2020-05-13,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,4,0,PP Chawla,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
699,2020,Ahmedabad,2020-05-25,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,1,0,DL Chahar,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
700,2020,Bangalore,2020-05-22,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,0,6,DR Smith,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
701,2020,Mumbai,2020-04-26,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Punjab Kings,0,7,I Sharma,"Eden Gardens, Kolkata",Umpire A,Umpire B
702,2020,Mumbai,2020-05-11,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,1,Kolkata Knight Riders,0,1,LH Ferguson,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
703,2020,Mohali,2020-05-13,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,79,0,JJ Bumrah,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
704,2020,Indore,2020-05-15,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,12,0,Rashid Khan,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
705,2020,Hyderabad,2020-04-15,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,runs,0,Chennai Super Kings,12,0,RP Singh,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
706,2020,Visakhapatnam,2020-05-12,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Royal Challengers Bangalore,0,2,LH Ferguson,"Eden Gardens, Kolkata",Umpire A,Umpire B
707,2020,Hyderabad,2020-04-18,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,runs,0,Rajasthan Royals,49,0,JP Duminy,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
708,2020,Mohali,2020-05-22,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,wickets,0,Chennai Super Kings,0,2,S Dhawan,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
709,2020,Indore,2020-04-13,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,wickets,0,Kolkata Knight Riders,0,6,S Dhawan,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
710,2020,Ahmedabad,2020-04-11,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,wickets,0,Delhi Capitals,0,8,HH Pandya,"Eden Gardens, Kolkata",Umpire A,Umpire B
711,2020,Delhi,2020-05-11,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,wickets,1,Delhi Capitals,0,4,RP Singh,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
712,2020,Pune,2020-05-15,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,wickets,1,Punjab Kings,0,3,RV Uthappa,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
713,2020,Visakhapatnam,2020-05-16,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,0,7,HH Pandya,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
714,2020,Indore,2020-04-24,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,5,SR Watson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
715,2020,Pune,2020-04-14,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,wickets,0,Sunrisers Hyderabad,0,1,B Kumar,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
716,2020,Mumbai,2020-05-28,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,runs,0,Rajasthan Royals,61,0,KL Rahul,"Eden Gardens, Kolkata",Umpire A,Umpire B
717,2020,Delhi,2020-04-30,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,runs,0,Kolkata Knight Riders,51,0,P Kumar,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
718,2020,Mumbai,2020-04-12,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,8,KL Rahul,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
